sh050m,sh100m,sh500m,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate,UnemploymentRate,DEM,GOP
0.67,0.7,0.84,43396.0,-1.6,16.6,8.3,17.4,5.5,29346,15520
0.66,0.8,0.93,33925.0,2.9,11.6,9.5,16.3,6.7,1323,6637
0.74,0.8,0.93,41368.0,1.8,12.0,10.9,14.6,4.3,1349,6466
0.73,0.79,0.92,57448.0,8.8,12.3,9.5,20.3,4.1,2634,8242
0.66,0.72,0.9,45074.0,-18.2,10.1,12.8,13.3,9.0,816,3161
0.72,0.81,0.93,40274.0,3.5,13.1,11.4,16.0,4.7,4275,13483
0.77,0.84,0.94,36468.0,3.5,13.7,13.6,12.4,7.4,1361,3082
0.72,0.79,0.94,26014.0,-3.7,12.6,14.7,8.9,9.2,1720,7764
0.64,0.73,0.88,72942.0,4.5,13.0,6.8,31.6,3.8,15026,39082
0.72,0.81,0.92,46231.0,-1.7,11.3,11.2,18.9,4.8,2791,5569
0.67,0.76,0.92,44569.0,-6.7,11.3,12.8,20.2,8.2,6021,13591
0.65,0.74,0.91,44834.0,6.0,10.8,11.0,23.4,5.0,4281,8040
0.78,0.85,0.94,47182.0,9.0,11.2,10.7,13.7,6.1,705,2711
0.72,0.84,0.96,26659.0,-10.8,11.8,15.2,14.3,9.9,1537,3991
0.64,0.79,0.92,43053.0,-1.2,12.6,11.3,11.1,6.3,1960,6484
0.73,0.79,0.91,63570.0,4.5,10.2,7.9,14.2,4.2,8255,26210
0.76,0.83,0.94,41701.0,-3.2,12.1,12.9,12.6,5.5,947,4428
0.69,0.77,0.92,40327.0,-8.7,11.4,11.9,15.3,5.5,1260,4507
0.51,0.59,0.89,39438.0,2.7,10.2,10.4,29.0,4.6,4749,10367
0.68,0.77,0.91,61490.0,-0.9,11.9,9.8,33.5,3.9,14658,25050
0.7,0.74,0.92,45362.0,-12.7,14.5,16.2,14.8,6.5,432,2094
0.73,0.8,0.91,47726.0,-7.1,15.4,14.6,8.8,5.0,1106,2588
0.71,0.81,0.94,37406.0,-7.1,12.9,11.3,13.7,10.6,2276,7587
0.75,0.84,0.95,29417.0,2.1,12.6,13.3,13.3,4.9,767,5482
0.43,0.49,0.75,41081.0,-31.6,21.2,7.5,17.3,6.2,7188,14108
0.67,0.77,0.91,48474.0,4.5,12.7,11.8,20.1,4.8,4706,10710
0.8,0.86,0.96,24901.0,-14.7,12.5,14.6,9.5,10.2,752,5861
0.76,0.84,0.95,29582.0,2.6,11.7,12.3,10.1,7.6,547,3809
0.68,0.77,0.92,40656.0,-0.8,10.3,13.4,13.1,5.3,617,3290
0.72,0.83,0.95,30771.0,1.8,11.4,13.9,13.1,5.7,459,2502
0.67,0.75,0.91,51153.0,1.8,13.8,10.2,22.9,4.5,14163,28907
0.75,0.85,0.94,38395.0,8.8,9.5,11.1,10.8,6.2,979,4135
0.76,0.83,0.95,33335.0,-8.1,10.0,9.6,8.3,11.6,740,2000
0.78,0.85,0.95,33839.0,-0.8,10.7,14.0,9.9,5.9,1108,4236
0.48,0.64,0.87,53288.0,6.4,12.8,7.4,42.9,3.6,69776,56890
0.76,0.85,0.95,38860.0,-7.4,12.9,12.3,12.7,6.3,1348,4722
0.72,0.82,0.96,31295.0,-12.2,12.2,14.9,11.2,11.4,4015,11993
0.65,0.71,0.9,52395.0,4.2,11.4,11.3,29.8,4.1,10717,11819
0.59,0.68,0.91,30605.0,-12.0,12.7,13.5,13.3,7.0,774,1549
0.73,0.81,0.92,49945.0,9.8,14.0,11.1,11.6,4.9,749,2443
0.7,0.79,0.92,46967.0,7.6,11.8,9.4,16.8,4.9,1453,5904
0.73,0.8,0.92,49312.0,2.7,15.1,10.3,13.6,4.9,1910,7268
0.68,0.73,0.92,41705.0,-2.4,13.6,12.6,16.3,6.3,3308,12671
0.7,0.83,0.93,38418.0,-1.1,12.3,13.2,10.4,6.8,1959,8219
0.75,0.85,0.95,36246.0,4.6,10.8,13.8,12.0,4.5,832,4372
0.68,0.78,0.93,46815.0,-2.0,10.0,13.0,17.2,8.7,4146,11546
0.74,0.81,0.93,56823.0,5.0,14.2,9.6,11.0,5.4,1244,2788
0.53,0.62,0.83,52040.0,1.8,13.5,8.6,23.0,4.5,13944,26970
0.68,0.79,0.96,25240.0,-15.0,12.9,16.5,10.8,13.2,1372,9129
0.74,0.82,0.94,49615.0,-4.4,12.0,11.4,14.8,4.7,2031,5435
0.73,0.82,0.93,36628.0,3.8,14.2,11.6,11.8,4.8,1730,5320
0.7,0.75,0.91,46936.0,-3.6,12.4,10.9,17.9,4.8,6707,12159
0.73,0.78,0.91,51774.0,17.6,11.8,12.2,12.2,4.1,1828,4944
0.7,0.74,0.92,39859.0,2.0,9.5,12.4,17.6,6.0,449,1657
0.69,0.77,0.92,43590.0,-7.9,11.6,13.5,16.0,5.8,4310,15277
0.79,0.85,0.95,30798.0,1.8,13.2,12.2,12.2,8.0,482,4889
0.62,0.7,0.87,52008.0,0.7,13.1,10.5,32.7,4.4,190824,143758
0.59,0.69,0.88,55047.0,3.8,12.8,9.3,29.5,4.0,6144,15474
0.74,0.83,0.95,35408.0,-8.9,10.7,13.7,14.9,10.4,1250,8043
0.68,0.76,0.9,61798.0,-1.5,14.2,9.1,30.4,4.1,24213,42958
0.71,0.83,0.96,29786.0,-9.7,10.5,12.9,12.9,11.6,1245,4357
0.73,0.81,0.95,27432.0,2.0,12.2,13.6,13.1,8.0,1761,9885
0.71,0.79,0.91,44522.0,-6.3,11.4,12.0,10.1,4.6,1278,4799
0.71,0.81,0.94,38323.0,0.3,12.5,10.2,13.4,6.2,3440,20592
0.74,0.81,0.95,33757.0,0.3,11.5,13.7,10.0,11.0,1045,4816
0.73,0.83,0.95,25372.0,-19.0,11.5,15.0,10.3,9.9,444,2151
0.77,0.86,0.97,28595.0,-17.2,11.9,15.1,9.7,13.6,400,4015
0.72,0.8,0.96,29308.0,-10.4,11.6,14.1,11.7,12.5,1542,7293
0.73,0.84,0.95,32848.0,-6.9,11.2,13.7,11.0,9.9,785,4363
0.74,0.81,0.94,35934.0,-0.9,13.8,11.5,11.1,6.1,1865,7338
0.67,0.73,0.91,45229.0,-5.1,10.4,15.2,11.4,7.2,887,3570
0.72,0.78,0.92,43985.0,-5.1,12.8,10.7,15.0,4.4,2755,7778
0.61,0.71,0.89,44767.0,-19.4,6.1,14.6,15.9,5.9,1045,2789
0.6,0.66,0.89,42936.0,5.1,12.7,12.3,24.6,5.8,9134,20774
0.75,0.81,0.95,25087.0,-20.9,12.6,10.8,6.9,8.1,664,5012
0.75,0.82,0.93,43656.0,-2.9,9.9,13.4,12.0,4.9,988,3381
0.58,0.73,0.91,45406.0,12.3,11.5,8.9,30.5,4.2,11793,23431
0.79,0.87,0.97,28996.0,-9.4,11.9,11.6,9.7,19.9,1172,3824
0.78,0.86,0.95,41233.0,-4.4,12.6,11.5,13.2,4.3,2679,5122
0.67,0.74,0.91,50165.0,10.2,10.4,13.7,18.8,5.8,3672,12322
0.76,0.81,0.96,29861.0,-24.9,9.1,12.6,8.5,10.4,363,3503
0.69,0.81,0.93,43683.0,7.0,12.1,12.2,18.9,6.4,1970,4944
0.68,0.75,0.89,51893.0,8.3,9.4,8.9,18.2,5.2,3026,8660
0.73,0.81,0.94,33734.0,13.6,11.9,13.6,11.3,8.7,700,2010
0.74,0.8,0.92,51048.0,2.3,11.8,12.4,17.5,4.9,2395,7740
0.76,0.83,0.94,33562.0,10.2,12.9,13.7,13.1,4.6,976,3491
0.8,0.85,0.96,33425.0,-4.3,12.8,16.4,12.9,4.3,601,4278
0.72,0.82,0.94,44890.0,1.8,13.1,11.5,16.3,6.5,3158,7856
0.76,0.84,0.95,33716.0,-0.5,9.9,10.7,13.6,8.1,1006,3628
0.73,0.79,0.93,42098.0,-2.9,11.6,11.9,11.1,7.4,3272,9393
0.75,0.83,0.93,56239.0,5.7,12.4,9.7,17.2,4.6,6434,13430
0.82,0.88,0.95,38958.0,4.5,13.2,14.3,10.2,5.8,787,1957
0.74,0.81,0.93,40859.0,5.4,12.2,12.4,13.3,6.7,2080,7942
0.58,0.66,0.86,92454.0,11.0,8.3,6.2,42.2,3.4,10268,20469
0.75,0.82,0.93,46358.0,-2.9,8.4,11.9,9.9,4.3,1062,3745
0.74,0.83,0.95,23115.0,11.0,12.3,17.7,16.2,9.8,256,1474
0.76,0.83,0.93,51680.0,5.0,12.3,10.3,11.3,4.8,1164,4604
0.71,0.84,0.96,31814.0,-7.4,14.7,15.2,12.3,10.9,2136,8158
0.69,0.75,0.95,32734.0,-19.8,10.6,13.2,13.0,11.0,4277,19740
0.74,0.83,0.94,35169.0,1.2,13.8,12.6,14.7,7.2,1272,3513
0.66,0.77,0.93,37782.0,3.6,11.6,12.5,15.3,5.5,4208,22900
0.76,0.85,0.94,41877.0,0.5,10.8,15.5,16.0,6.2,222,759
0.77,0.83,0.95,35567.0,-2.4,10.8,12.1,10.6,6.2,915,5609
0.55,0.76,0.93,38684.0,-9.2,11.0,10.6,26.6,6.0,3295,5174
0.72,0.82,0.95,33490.0,7.7,12.1,15.1,12.9,8.5,1093,6863
0.57,0.68,0.9,64809.0,17.7,13.2,7.0,28.6,3.8,7713,15052
0.66,0.72,0.89,61700.0,13.0,12.7,7.9,24.2,3.6,6276,13196
0.71,0.77,0.92,45643.0,2.8,13.0,10.4,14.2,4.5,2144,5077
0.73,0.78,0.92,71156.0,12.1,9.9,8.5,20.2,3.8,1921,7196
0.66,0.8,0.93,37806.0,-6.9,13.5,12.2,19.2,5.0,2553,8320
0.67,0.74,0.9,41072.0,-10.6,15.6,12.8,12.9,4.5,1042,3612
0.62,0.71,0.89,37965.0,6.2,11.3,11.4,16.9,5.7,1587,4928
0.72,0.79,0.92,51827.0,-13.0,11.6,14.2,12.0,5.4,879,2771
0.69,0.75,0.92,47017.0,-11.5,11.3,12.0,11.0,6.9,1331,4701
0.52,0.68,0.89,47253.0,14.1,13.2,8.1,30.6,3.9,16966,28673
0.79,0.84,0.94,48041.0,9.3,11.9,11.6,17.7,4.3,1420,4013
0.72,0.82,0.95,30923.0,5.0,12.0,11.4,12.8,7.7,1431,6370
0.73,0.79,0.92,43605.0,3.3,12.3,13.2,9.8,6.1,1240,4397
0.67,0.77,0.94,31985.0,-3.6,16.3,13.2,19.2,6.6,2067,11312
0.74,0.83,0.95,28443.0,-2.5,12.9,17.6,7.6,10.2,753,1804
0.61,0.71,0.88,58712.0,7.3,11.7,9.1,32.9,3.2,4958,7697
0.71,0.8,0.92,40218.0,-3.0,14.5,9.7,13.4,7.4,5638,21159
0.69,0.75,0.91,41584.0,-0.4,11.7,9.4,12.7,6.4,2106,6867
0.62,0.74,0.88,74212.0,9.6,14.1,5.9,26.8,4.9,16471,36135
0.79,0.85,0.94,45847.0,-7.4,11.5,10.2,10.2,8.4,3931,6714
0.66,0.78,0.93,34997.0,-2.3,13.7,11.1,12.1,7.1,5032,11163
0.57,0.64,0.83,49436.0,8.0,13.8,9.8,17.5,6.0,2393,12238
0.56,0.72,0.91,33887.0,-2.0,12.0,13.4,12.4,7.6,3129,3756
0.53,0.6,0.83,50048.0,-2.8,14.4,8.5,25.6,5.3,12638,35451
0.6,0.65,0.88,38414.0,-12.8,13.9,11.0,23.5,6.6,53448,48977
0.58,0.67,0.88,47052.0,5.7,14.8,10.2,21.9,4.8,26293,54182
0.66,0.73,0.92,35428.0,2.2,12.2,11.5,14.2,7.6,788,3822
0.59,0.71,0.91,52479.0,8.5,10.2,8.3,11.6,4.4,323,3256
0.58,0.74,0.92,33154.0,-14.1,12.4,14.4,11.7,9.3,1322,3479
0.59,0.73,0.92,34228.0,-5.1,10.3,12.5,14.7,6.7,2717,3585
0.57,0.73,0.92,32685.0,-13.0,13.1,13.1,12.8,8.2,3272,5474
0.66,0.73,0.91,43325.0,1.7,12.4,10.9,14.2,7.3,5163,8067
0.55,0.68,0.86,50451.0,-3.3,13.9,8.4,34.7,5.1,102711,84620
0.44,0.63,0.91,25810.0,-8.1,14.2,11.7,8.5,11.5,1838,1059
0.69,0.76,0.91,46172.0,-0.2,10.6,11.9,12.6,5.8,4235,5569
0.7,0.81,0.94,34440.0,-5.3,14.8,11.6,12.8,7.4,4208,10357
0.69,0.73,0.92,31873.0,-1.9,15.2,14.1,11.9,9.0,2506,6514
0.64,0.71,0.9,42948.0,-1.5,10.9,10.2,8.4,7.0,1181,7406
0.69,0.76,0.91,41604.0,-15.0,14.7,10.0,12.7,9.4,10698,20903
0.75,0.82,0.92,41679.0,-9.3,11.7,10.5,14.5,6.8,8324,7320
0.61,0.71,0.9,41192.0,-1.8,10.9,12.2,13.5,5.6,2139,5169
0.51,0.66,0.83,49681.0,-0.9,13.7,9.5,26.1,5.3,73540,100292
0.71,0.78,0.92,42134.0,-4.0,14.2,11.7,15.9,6.0,3080,10775
0.59,0.7,0.88,51125.0,1.0,14.3,7.2,32.1,6.1,32726,68191
0.68,0.78,0.92,52220.0,-2.3,13.3,8.9,16.6,6.3,8423,31958
0.65,0.75,0.93,45169.0,1.9,12.1,10.5,12.2,6.6,605,5835
0.45,0.59,0.87,39158.0,-4.3,12.5,7.2,36.5,6.2,7102,10761
0.66,0.75,0.89,58318.0,12.0,13.8,7.7,18.3,5.1,6950,48797
0.52,0.68,0.9,27306.0,-7.6,13.1,11.3,12.6,8.9,2744,1927
0.65,0.7,0.91,32269.0,-15.5,13.8,13.7,13.0,9.7,5155,6502
0.5,0.64,0.89,32094.0,-2.3,13.5,11.0,17.8,6.7,7143,8965
0.45,0.52,0.72,38418.0,1.0,12.7,8.1,36.8,5.9,133833,24267
0.6,0.67,0.9,38525.0,-3.9,14.3,10.2,24.3,6.1,24420,41712
0.42,0.56,0.8,55950.0,-9.8,12.5,7.5,19.6,5.3,3347,6900
0.71,0.8,0.93,42545.0,-5.3,12.7,11.1,15.2,6.5,4764,6789
0.59,0.7,0.88,42452.0,-2.7,13.9,10.6,20.5,6.2,18318,36814
0.69,0.74,0.91,33044.0,-9.5,12.0,13.0,13.9,6.0,1938,2391
0.66,0.71,0.92,33820.0,-6.3,12.4,10.9,13.5,7.4,3157,6286
0.6,0.74,0.91,42700.0,-6.8,11.8,11.0,13.1,6.9,1703,7877
0.44,0.7,0.88,39450.0,1.4,14.3,8.0,12.3,6.1,4957,10232
0.68,0.74,0.88,64742.0,-0.8,12.7,7.6,24.2,5.3,8558,16620
0.72,0.8,0.92,35519.0,-4.5,11.4,12.2,13.9,7.6,3353,2497
0.72,0.81,0.92,47876.0,-3.9,11.4,9.9,14.3,7.5,6418,5456
0.61,0.76,0.9,52166.0,-6.2,13.1,9.3,16.3,6.8,12658,7569
0.66,0.78,0.92,32185.0,-3.0,16.0,11.7,14.2,8.1,17208,21966
0.75,0.79,0.92,46560.0,-5.6,13.9,9.2,14.4,7.7,8266,16872
0.57,0.76,0.9,37822.0,-19.0,14.3,11.0,10.6,9.4,8050,14353
0.5,0.67,0.84,65861.0,10.2,12.2,8.4,33.5,5.0,27716,90914
0.7,0.77,0.9,44625.0,8.5,15.3,9.0,19.4,6.7,16869,33933
0.42,0.59,0.88,26657.0,-24.8,12.3,12.1,10.5,9.8,1329,1180
0.67,0.79,0.9,49206.0,-13.8,14.7,8.4,15.8,7.0,10664,31900
0.65,0.73,0.92,42166.0,1.3,12.7,11.9,14.6,6.5,2691,7972
0.72,0.8,0.92,44048.0,-1.2,13.3,9.4,14.2,7.6,4745,19807
0.35,0.41,0.63,47172.0,-11.2,19.6,7.7,16.8,7.2,2665,13471
0.67,0.78,0.91,34240.0,0.3,13.7,13.1,11.7,7.0,5690,12552
0.66,0.73,0.91,33251.0,-7.3,13.0,13.4,15.1,8.5,6259,11538
0.7,0.77,0.91,54454.0,6.5,15.1,8.1,20.6,5.3,5382,6926
0.62,0.67,0.92,35638.0,-13.4,12.0,12.4,12.6,11.9,715,3970
0.62,0.73,0.9,56459.0,-2.1,7.3,9.3,22.2,5.2,2247,3390
0.57,0.7,0.9,37600.0,-6.9,12.0,12.5,14.4,7.7,1643,4605
0.59,0.67,0.82,48494.0,1.3,11.7,10.6,22.2,3.6,22975,28189
0.57,0.64,0.84,39746.0,-5.8,9.8,13.0,18.9,5.4,13377,19419
0.49,0.57,0.8,65475.0,5.2,9.6,9.2,46.7,2.9,102935,57697
0.37,0.65,0.83,43532.0,1.9,8.3,10.4,25.4,4.5,7001,7900
0.45,0.59,0.8,53941.0,7.6,8.6,10.5,32.3,4.5,16107,13682
0.5,0.68,0.83,51013.0,5.1,9.8,11.0,27.1,3.6,29296,31753
0.55,0.67,0.81,53610.0,4.7,8.5,13.2,31.0,3.5,12440,9148
0.6,0.64,0.81,54026.0,9.7,8.1,12.2,32.7,3.7,10241,9727
0.53,0.69,0.84,44508.0,4.3,8.9,11.5,19.0,4.6,12172,16214
0.45,0.6,0.82,47076.0,-3.4,9.6,10.5,27.1,4.3,32832,41601
0.51,0.59,0.81,35874.0,2.4,8.6,13.8,18.3,5.0,3098,5403
0.57,0.63,0.8,59271.0,2.6,9.3,11.1,35.5,3.0,10679,9304
0.35,0.65,0.84,42134.0,-0.1,9.1,12.3,16.5,5.6,9092,14998
0.46,0.66,0.82,48422.0,8.7,8.8,9.6,29.6,4.2,10442,10378
0.55,0.65,0.83,37711.0,-2.7,9.3,13.2,20.8,5.5,6358,9037
0.54,0.67,0.82,60520.0,7.5,9.4,9.9,31.4,3.4,55828,50388
0.65,0.73,0.92,44708.0,-1.9,9.0,12.7,18.3,6.3,6665,20025
0.57,0.63,0.8,95297.0,2.4,12.3,7.3,40.9,3.8,116074,114509
0.66,0.72,0.86,72305.0,-0.6,11.9,9.9,38.6,4.7,189437,131009
0.58,0.69,0.84,97188.0,3.4,10.1,7.3,31.1,3.9,16669,24680
0.66,0.79,0.89,49616.0,5.8,11.9,10.2,16.9,4.8,3747,8999
0.65,0.72,0.87,89529.0,-1.3,10.2,9.0,35.6,3.7,24314,55593
0.64,0.74,0.86,70504.0,-0.3,11.1,9.4,22.8,5.2,12651,27579
0.57,0.64,0.83,93947.0,5.4,11.7,6.5,28.9,4.3,46063,24163
0.66,0.79,0.9,44491.0,-3.4,11.8,12.8,20.8,6.2,5695,7938
0.57,0.65,0.84,89541.0,4.4,11.5,7.3,40.6,3.9,51891,56472
0.66,0.74,0.92,46710.0,-0.3,10.3,12.0,20.1,5.7,2252,10189
0.63,0.72,0.85,83595.0,0.6,10.9,8.3,35.8,4.2,43803,74261
0.59,0.64,0.83,119386.0,7.1,11.4,5.2,61.4,3.3,93808,44792
0.6,0.74,0.88,54210.0,3.5,7.8,13.9,34.2,4.9,4178,4598
0.53,0.56,0.78,99604.0,-1.2,12.7,5.4,59.0,3.5,309761,82985
0.6,0.64,0.83,78680.0,-4.8,13.6,6.4,32.7,4.5,313627,29290
0.63,0.74,0.86,79966.0,0.4,9.8,8.5,34.9,3.9,7316,16211
0.48,0.63,0.8,80049.0,0.7,12.9,7.1,31.5,4.3,15786,26889
0.53,0.71,0.89,38546.0,5.7,9.8,9.5,15.7,7.3,3484,5056
0.64,0.73,0.87,62264.0,-5.2,8.8,11.3,38.6,4.2,7865,10098
0.64,0.74,0.88,54643.0,2.2,11.4,9.8,21.4,5.2,19193,38842
0.54,0.71,0.88,50015.0,1.0,12.2,9.8,26.8,6.3,16327,20832
0.49,0.58,0.87,53509.0,4.2,8.4,12.5,30.4,9.3,8783,15910
0.66,0.71,0.86,46604.0,-13.6,13.9,10.5,31.2,6.6,178562,22726
0.48,0.64,0.8,67374.0,4.8,7.2,13.6,42.8,4.9,71632,53842
0.59,0.67,0.83,56011.0,-2.1,8.1,11.8,33.4,4.5,43540,16799
0.7,0.79,0.87,65154.0,1.0,10.2,9.4,28.0,4.9,127619,104775
0.46,0.59,0.79,66528.0,2.1,9.1,8.8,44.2,5.2,8338,2474
0.66,0.73,0.85,73503.0,1.6,10.9,8.4,39.4,4.0,220027,135405
0.57,0.69,0.82,56544.0,-1.1,8.5,9.8,37.2,3.5,24369,10327
0.64,0.75,0.85,51589.0,-3.8,10.8,9.2,27.2,5.3,110313,78230
0.44,0.64,0.81,64425.0,5.7,6.3,7.4,46.5,3.6,54572,22089
0.58,0.64,0.79,94977.0,2.2,10.8,7.1,55.2,3.2,508919,216163
0.38,0.5,0.76,82324.0,7.7,14.8,6.3,51.7,4.4,4144,1892
0.61,0.66,0.81,92606.0,1.5,10.5,8.3,53.0,3.4,219129,119171
0.72,0.76,0.86,81483.0,4.2,10.2,9.0,36.7,4.1,133828,114722
0.54,0.58,0.77,61367.0,7.2,11.9,5.9,44.8,3.5,241212,50042
0.66,0.74,0.84,69064.0,0.8,10.5,8.6,35.9,4.1,197126,157138
0.39,0.46,0.82,37900.0,14.7,5.7,17.8,15.7,7.6,1732,4201
0.3,0.5,0.81,43693.0,-7.6,6.6,12.8,17.4,8.2,1663,2585
0.41,0.72,0.86,58311.0,3.8,12.1,8.3,22.7,3.9,17932,33812
0.54,0.58,0.84,42332.0,2.0,9.1,13.2,17.5,5.9,4877,9090
0.47,0.52,0.81,50356.0,4.7,8.7,11.5,28.2,7.0,4448,8469
0.54,0.7,0.86,43339.0,-6.0,8.4,13.6,11.8,8.2,2238,4704
0.62,0.67,0.86,44187.0,0.0,7.9,11.9,14.5,8.2,1156,2158
0.62,0.76,0.87,60818.0,4.9,10.8,9.3,20.1,4.0,9109,19197
0.66,0.75,0.86,45731.0,-5.9,10.0,11.8,18.9,5.4,21641,28327
0.43,0.51,0.8,50323.0,11.9,8.8,12.3,29.3,6.5,4108,5539
0.57,0.64,0.82,47237.0,-3.8,11.1,11.1,27.7,5.0,29496,38646
0.63,0.73,0.87,48321.0,-5.5,12.2,10.5,14.2,4.8,4740,11025
0.63,0.74,0.85,46423.0,-0.5,12.4,11.6,21.2,4.8,24154,31489
0.65,0.72,0.86,51530.0,-0.3,9.3,9.9,19.1,4.7,7270,14241
0.47,0.53,0.81,52944.0,1.3,8.7,10.3,31.0,5.5,5137,8674
0.47,0.55,0.82,41667.0,5.8,8.3,12.0,20.5,9.4,4302,8680
0.47,0.51,0.82,43683.0,-7.1,9.0,8.9,21.0,7.6,5378,9120
0.54,0.65,0.84,37646.0,-4.1,10.8,14.1,12.1,7.3,4250,8507
0.64,0.74,0.86,66396.0,5.0,10.6,7.8,31.4,3.7,16490,21635
0.45,0.53,0.82,39208.0,-2.6,9.0,12.6,18.8,7.5,2110,4354
0.52,0.59,0.84,43835.0,-3.6,9.6,12.0,21.5,6.5,6431,11112
0.56,0.59,0.83,46094.0,-4.3,10.1,12.4,26.5,5.2,3923,8580
0.61,0.74,0.85,57807.0,2.9,10.8,9.0,26.8,4.1,24534,27608
0.44,0.49,0.79,51122.0,0.7,9.1,11.1,33.7,6.5,6972,10616
0.66,0.73,0.83,44174.0,-4.7,11.7,10.8,20.9,5.6,102744,84174
0.59,0.69,0.85,41251.0,0.8,10.8,14.3,13.8,7.0,3794,8124
0.42,0.49,0.81,36429.0,-6.9,8.4,14.0,19.8,6.1,2925,4019
0.4,0.46,0.77,57367.0,3.8,10.1,9.3,35.1,4.3,20964,27412
0.63,0.76,0.88,42642.0,-7.6,9.5,11.0,14.0,5.2,5665,9878
0.58,0.71,0.86,49049.0,-3.4,11.7,10.6,17.0,5.0,4799,14094
0.38,0.44,0.81,38603.0,3.9,10.2,9.9,33.2,6.1,6018,8475
0.53,0.71,0.88,44845.0,-4.9,10.0,13.9,15.5,5.2,4579,10629
0.48,0.68,0.83,49387.0,5.5,11.4,7.3,38.5,4.3,81266,44354
0.69,0.78,0.88,50383.0,-1.1,11.5,8.5,16.1,4.2,8206,16374
0.37,0.5,0.81,39721.0,5.2,8.9,16.3,16.3,7.3,4344,8344
0.45,0.56,0.82,38913.0,-3.7,8.2,18.2,18.8,6.4,2004,3675
0.37,0.53,0.87,42924.0,5.3,9.2,7.0,29.2,4.7,11404,12338
0.63,0.75,0.87,50809.0,-6.2,11.0,11.0,21.4,4.8,25795,39793
0.47,0.63,0.84,53370.0,1.9,12.2,7.9,38.1,4.0,67142,51031
0.49,0.56,0.82,48426.0,4.9,10.0,13.5,11.9,7.2,2279,6213
0.51,0.67,0.83,59649.0,3.9,13.8,7.3,35.2,3.5,138567,147959
0.07,0.53,0.8,42799.0,10.3,8.4,10.8,30.4,8.6,527,814
0.37,0.55,0.8,33708.0,16.9,9.0,12.3,11.3,7.5,1939,3159
0.67,0.74,0.86,56079.0,-1.4,9.0,9.5,17.8,6.5,12734,30037
0.38,0.43,0.76,62174.0,-3.5,8.2,10.1,42.8,4.8,6774,7239
0.62,0.72,0.86,52738.0,1.5,10.5,10.8,20.9,4.6,16750,26428
0.61,0.7,0.83,79388.0,5.3,9.6,7.5,34.8,4.1,34378,65665
0.33,0.5,0.83,41881.0,-6.7,7.0,14.6,16.3,6.7,681,1756
0.4,0.47,0.81,42887.0,-3.0,7.8,14.4,21.8,9.8,2085,3740
0.7,0.75,0.86,60175.0,3.3,10.9,9.9,24.5,5.2,176238,224589
0.44,0.55,0.83,46851.0,2.8,8.9,12.9,20.0,6.5,4979,6915
0.43,0.5,0.82,50681.0,-11.5,9.6,10.1,31.5,5.7,16042,14646
0.52,0.64,0.83,46624.0,3.4,10.5,11.0,23.2,5.8,5281,8505
0.45,0.62,0.86,41759.0,2.7,9.7,8.5,21.9,5.6,5827,10305
0.56,0.67,0.85,42306.0,-7.7,8.7,12.6,16.7,5.1,3539,6704
0.54,0.65,0.82,58526.0,-3.7,10.1,9.3,34.0,4.7,15655,23877
0.57,0.66,0.86,41625.0,8.9,11.8,11.0,13.2,5.9,1565,5386
0.68,0.76,0.88,61962.0,-1.7,9.9,9.2,19.1,4.3,26859,43255
0.65,0.77,0.87,46877.0,1.7,11.4,9.8,13.0,5.3,7874,16907
0.41,0.47,0.8,37021.0,0.1,7.8,16.8,12.8,10.1,1286,3498
0.62,0.73,0.86,44473.0,2.0,12.2,9.6,19.1,5.4,36640,35962
0.52,0.73,0.85,47221.0,-1.6,11.2,10.9,15.9,4.9,6212,15174
0.63,0.67,0.82,72078.0,2.7,10.9,8.5,46.4,4.2,342976,289127
0.53,0.67,0.83,42446.0,-0.9,11.6,10.9,18.8,7.3,3973,7228
0.46,0.63,0.84,37842.0,6.0,8.7,15.3,12.1,7.8,3030,6827
0.32,0.47,0.78,35894.0,-4.5,5.5,16.7,17.5,8.5,1175,2069
0.54,0.66,0.85,41018.0,0.9,10.4,11.3,13.8,5.7,2705,7336
0.4,0.52,0.83,36181.0,0.5,12.6,15.6,10.7,7.3,1044,2843
0.43,0.52,0.81,50061.0,10.2,10.4,11.4,24.2,5.9,3556,8266
0.42,0.64,0.85,65004.0,5.2,11.9,6.6,33.5,3.4,46276,90456
0.41,0.52,0.82,43484.0,2.0,7.8,14.8,17.3,9.5,2400,4486
0.41,0.5,0.81,37817.0,5.1,6.8,17.1,14.9,8.4,4287,8141
0.63,0.75,0.85,45739.0,-4.5,11.5,11.1,21.1,5.3,44395,45469
0.65,0.74,0.86,52178.0,-0.4,9.7,11.2,18.3,6.1,24553,49067
0.64,0.72,0.86,48271.0,-1.9,12.8,10.7,15.7,4.1,7529,14886
0.55,0.73,0.87,43579.0,-0.6,10.5,11.5,14.2,6.2,4873,13446
0.46,0.58,0.84,42883.0,-14.5,7.8,12.3,15.8,9.1,1369,2556
0.66,0.76,0.86,52716.0,0.6,10.4,10.3,17.2,5.3,12547,19232
0.64,0.76,0.87,46950.0,-7.5,10.3,11.2,13.6,6.3,7493,17421
0.6,0.7,0.83,48518.0,0.9,11.6,9.8,20.9,5.7,13258,17890
0.5,0.56,0.76,66040.0,5.1,10.1,6.0,55.2,3.7,128025,50335
0.72,0.75,0.86,43570.0,-5.6,13.2,10.3,23.3,6.3,517022,228313
